dateSize,random,growing,degrowing
10000,0.707304753,1.679354875,1.3476524429
20000,1.898298706,3.358709750,2.6953048858
30000,2.455976439,5.038064625,4.4295732807
100000,13.07476953,16.79354875,13.476524429
200000,24.80701505,33.58709705,26.953048858
300000,27.69566789,50.38064625,40.429573287
1000000,91.73489635,167.9354875,134.76524429
