dateSize,random,growing,degrowing
10000,0.716644386,1.368831568,1.401721701
20000,1.720489572,2.737663136,2.803443402
30000,3.064285157,4.106494704,4.205165103
100000,8.573862865,13.68831568,14.017217011
200000,22.01812972,27.37663136,28.034434023
300000,40.27762158,41.06494704,42.051651030
1000000,105.8210146,136.8831568,140.17217012
