dateSize,random,growing,degrowing
10000,0.719182251,1.378740849,1.319808576
20000,1.677690502,2.757481698,2.639617152
30000,2.932719513,4.136222547,3.959425728
100000,8.572800512,13.78740849,13.19808576
200000,16.52059842,27.57481697,26.39617152
300000,40.27573053,41.36222549,39.59425728
1000000,96.58216013,137.8740849,131.9808576
