dateSize,random,growing,degrowing
10000,0.714391947,1.36831964,1.323432465
20000,1.664662698,2.73663928,2.646864903
30000,2.809379847,4.10495892,3.970297395
100000,9.970903269,13.6831964,13.23432465
200000,21.70375694,27.3663928,26.46864930
300000,24.95342245,41.0495892,39.70297395
1000000,92.70108776,136.831964,132.3432465
