dateSize,random,growing,degrowing
10000,0.698541841,1.43691356,1.3333706699
20000,1.621839682,2.87382712,2.6667413398
30000,2.419790523,4.31074068,4.0001120097
100000,8.760727411,14.3691356,13.333706699
200000,17.05958682,28.7382712,26.667413398
300000,33.70499523,43.1074068,40.001120097
1000000,92.70807512,143.691356,133.33706699
