dateSize,random,growing,degrowing
10000,0.111248073,0.97664908,0.96319036
20000,0.390765759,0.394106247,0.408920834
30000,0.892637205,0.879246644,0.893636406
100000,9.732011546,9.733222832,10.334852097
200000,39.4808600,38.924100135,41.439608322
300000,87.857966824,87.863409322,93.601543191
1000000,1017.221826461,1016.850298917,1087.429353235
