tamanhoData,aleatorio,crescente,decrescente
10000 ,0.59414089,0.212935,0.149948379
20000 ,0.212032215,0.429946,0.435809531
30000 ,0.457150765,0.680947,0.905813782
100000 ,2.484294552,0.19023134,10.114427534
200000 ,12.260470265,0.20679113,39.650481090
300000 ,34.561396752,0.27443244,91.672224199
1000000 ,488.775011506,0.52719933,1087.215855535
