dateSize,random,growing,degrowing
10000,0.184111439,0.97562397,0.118349578
20000,0.817972777,0.514560350,0.503461159
30000,1.897435427,0.975142726,1.200965768
100000,16.57384293,9.800602915,11.641849121
200000,70.807693781,39.13059227,46.706218851
300000,174.170482382,88.7582098,104.685739777
1000000,2177.507833904,1048.316654610,1228.375409923
