dateSize,random,growing,degrowing
10000,0.50307802,0.223512,0.173031837
20000,0.215726646,0.748208,0.430395617
30000,0.473333502,0.688053,0.896142787
100000,2.600213090,0.26481312,9.740988913
200000,12.765174097,0.32067461,38.970947989
300000,33.229500753,0.43465566,87.947732588
1000000,466.968888109,0.64492223,1023.77998602
