tamanhoData,aleatorio,crescente,decrescente
10000,0.77413323,0.222409,0.97532540
20000,0.194777771,0.696809,0.389416173
30000,0.474005215,0.651057,0.877342492
100000,2.447969549,0.2832447,9.767441243
200000,12.218849986,0.38278332,38.964694091
300000,31.777076319,0.9992348,88.424197227
1000000,457.400279608,0.44758790,1024.841030408
