tamanhoData,aleatorio,crescente,decrescente
10000,0.98933556,0.97820291,0.109658857
20000,0.443387127,0.425086430,0.465357634
30000,0.915548253,0.977609827,1.61162831
100000,9.998206239,9.909790009,10.462951972
200000,40.238744232,40.312374469,41.546660402
300000,94.824590291,89.743227069,97.93458275
1000000,1060.250037844,1074.244977524,1128.131230685
