tamanhoData,aleatorio,crescente,decrescente
10000,0.112378,0.18920888,0.106758
20000,0.1080551,0.141833,0.299869
30000,0.177539,0.220492,0.180028
100000,0.1544375,0.18727120,0.1545622
200000,0.4249580,0.3623502,0.21716588
300000,0.5788901,0.6066791,0.44575000
1000000,0.22853891,0.58016624,0.71370700
