dateSize,random,growing,degrowing
10000,0.56247338,0.2833647,0.109210664
20000,0.195463487,0.404257,0.389664024
30000,0.443552484,0.644260,0.876340636
100000,2.473633712,0.2846952,9.796013769
200000,12.251649069,0.21884457,38.955175902
300000,31.810219855,0.10051079,88.317089746
1000000,457.102665054,0.55010905,1024.920984396
