dateSize,random,growing,degrowing
10000,0.613340,0.6316586,0.21746151
20000,0.2418446,0.229623,0.18356256
30000,0.11135406,0.183353,0.196181
100000,0.6001722,0.1306358,0.1430237
200000,0.5330460,0.38324911,0.49538191
300000,0.14921751,0.22248174,0.5659655
1000000,0.21004421,0.23016131,0.21113281
