tamanhoData,aleatorio,crescente,decrescente
10000,0.88491748,0.100542095,0.96520143
20000,0.392106554,0.389068481,0.408791797
30000,0.878724066,0.875343956,0.894590895
100000,9.742121641,9.736957508,10.333964799
200000,39.1417901,38.913642426,41.454270293
300000,88.72962064,87.968795736,93.590332386
1000000,1016.978506604,1017.81761546,1087.108549572
