tamanhoData,aleatorio,crescente,decrescente
10000,0.25631556,0.23082518,0.21523023
20000,0.51077417,0.68878698,0.33729901
30000,0.27312768,0.82016085,0.74758520
100000,0.140878189,0.116429928,0.148351023
200000,0.174142642,0.254184224,0.259049763
300000,0.275829744,0.281169424,0.258411048
1000000,1.57572415,0.924024629,0.889840543
