tamanhoData,aleatorio,crescente,decrescente
10000,0.25482383,0.5470731,0.5357438
20000,0.21881033,0.56760667,0.49021718
30000,0.68877727,0.39743860,0.47312795
100000,0.111857529,0.88949552,0.112755232
200000,0.197899947,0.206275670,0.191509261
300000,0.337275277,0.313844904,0.249408445
1000000,1.79398080,0.901310933,0.941863162
