tamanhoData,aleatorio,crescente,decrescente
10000,0.183512888,0.97675641,0.113701814
20000,0.851407479,0.409550468,0.515994124
30000,1.885171522,0.876893410,1.40979327
100000,16.45031427,9.742731444,11.367066812
200000,70.502137186,38.961474445,45.376163972
300000,170.261338231,87.888148050,102.389849806
1000000,2166.883294879,1024.698057732,1203.124790786
