tamanhoData,aleatorio,crescente,decrescente
10000,0.61147,0.92260,0.88206
20000,0.119663,0.120688,0.235650
30000,0.25839092,0.215581,0.177515
100000,0.1380978,0.18250866,0.2210407
200000,0.10684767,0.3568359,0.3694546
300000,0.6233421,0.25321369,0.5877873
1000000,0.24663935,0.22420086,0.21456409
