tamanhoData,aleatorio,crescente,decrescente
10000,0.8571493,0.5583664,0.35622128
20000,0.15334499,0.44220331,0.21933791
30000,0.61307129,0.63627099,0.27315721
100000,0.115193579,0.72339587,0.71074628
200000,0.214180213,0.142219463,0.171880640
300000,0.267829001,0.240914251,0.237619394
1000000,1.55116695,0.906980892,0.823097498
