dateSize,random,growing,degrowing
10000,0.235974157,0.121744932,0.184231606
20000,0.840481965,0.389323694,0.453651019
30000,2.67033976,0.883986619,1.60609816
100000,16.832308377,10.540982949,11.623513573
200000,72.115082042,40.249747055,46.358058196
300000,177.129319901,92.787836407,105.526660807
1000000,2214.757383662,1031.605411631,1183.115921929
